friend1,friend2
Hugo922,Amets627
Mikel377,Marcos588
Unai496,Nora840
Imran423,Leire801
Ander87,Leire641
Liher153,Eder963
Nora582,Garazi411
Inar259,Eder963
Nora582,Asier281
Sare152,Mario890
Amaia875,Martina454
Amaia875,Nora550
Valentina401,Enzo979
Aimar926,Julia440
Inar433,Sofia48
Leire801,Valentina401
Eder956,Alvaro484
Amets627,Elaia468
Alvaro231,Alain277
Lucía194,Laida790
Vega640,Eneko627
Laida597,Lara974
Eder956,Inar259
Alaia431,Luka862
Hugo922,Samuel594
Nora582,Alex334
Mateo247,Aitana761
Irene195,Garazi411
Eder956,Liher153
Jule461,Martina454
Iria263,Laida296
Samuel594,Lucía194
Miren719,Eneko627
Gael613,Hugo922
Nora582,Laida621
Kattalin804,Elaia468
Chloe985,Eneko975
Eneko654,Lorea462
Sare152,Inar985
Naroa178,Iria263
Sara0,Unax626
Ekain72,Samuel571
Libe461,Paul641
Anne389,Liher153
Adur493,Martina726
Ilargi203,Nora492
Laida296,Eneko975
Amir106,Martina726
Anne439,Leire641
Mohamed938,Lucía194
Manex969,Nora492
Luken592,Aitana761
Nora582,Fatima741
Vega640,Eneko654
Xare691,Laida621
Maddi135,Eneko858
Vega640,Thiago157
Chloe985,Eder963
Alex46,Libe379
Eneko654,Carla515
Alvaro231,Lur17
Nora582,Lorea462
Mario890,Thiago110
Amaia875,Lucía194
Thiago110,Thiago995
Anne439,Naroa178
Elene17,Martina726
Leire641,Eneko295
Thiago552,Marcos863
Asier281,Unax626
Lander90,Mariam39
Alvaro231,Jare108
Amaia875,Eki960
Valentina401,Eneko975
Irene195,Izan704
Andrea292,Thiago110
Arhane19,Iria263
Alain116,Martina454
Ibon365,Izan704
Anne439,Jon394
Luken592,Thiago253
Manex135,Nora840
Amir106,Carla533
Nora492,Elene17
Elene17,Samuel571
Alex334,Unax626
Einar260,Elene17
Vera489,Eder280
Ekain72,Danel808
Samuel571,Izar231
Mario890,Eneko295
Mario451,Nora986
June896,Aitana761
Irene195,Nikole861
Carla515,Iria263
Mario451,Hugo922
Nikole861,Alejandro692
Alejandro558,Sara0
Eneko654,Miren719
Inar433,Eder963
Marcos588,Leize83
Amets627,Aitor324
Amir106,Ilargi203
Arhane766,Sofia48
Aitor125,Jon394
Lur17,Nora550
Inar259,Thiago995
Julia440,Martina726
Mikel377,Manex57
Bruno164,Nora840
Gael613,Sare152
Mario890,Carla515
Amets627,Xare691
Thiago552,Mateo247
Alvaro484,Nora986
Maia798,Eneko627
Vega908,Naroa178
Adur493,Nora492
Amir106,Ekain72
Gael613,Ilargi203
Alvaro484,Inar259
Ariane194,Vega447
Peio7,Laida621
Alejandro558,Mario890
David613,Mateo247
Luken592,Samuel618
Marcos863,Vega447
Ander87,Jon394
Daniel494,Aitana761
Amets627,Alejandro558
Aimar875,Oihan29
Nora582,Peio64
Mikel660,Jare108
Ilargi203,Gabriela839
Eneko654,Maia798
Irene195,Miren719
Leire801,Mateo247
Lucía194,Alain116
Nora582,Marcos863
Eneko975,Leize199
Nahia136,Manex57
Chloe985,Maddi135
Thiago552,Eneko627
Martina726,Nora840
Mario451,Eneko295
Ainhoa919,Ariane194
Ander87,Mara662
Eder956,Libe461
Carla533,Mario890
Carla515,Laida296
Lander90,Laida790
Inar433,Oihan29
Valentina401,Arhane646
Andrea292,Danel808
Sara0,Vega447
Hugo922,Mario890
Aimar875,Enzo979
Ilargi203,Elaia468
Sara0,Adur493
Aitor125,Eki960
Alejandro275,Maddi135
Jare108,Samuel618
Thiago157,Martina454
Gael613,Martina726
Amets627,Chloe985
Leire641,Carla515
Hugo98,Maia798
Xare691,Thiago253
Mario451,Carla515
Leire641,Unai650
Aitor125,Peio64
Xare691,Libe379
Alain277,Samuel594
Valeria385,Liher153
Amir106,Samuel618
Hugo931,Luka862
Hugo931,Mario890
Ibon365,Thiago995
Thiago552,Valeria385
Sara0,Manex135
Oihan29,Aitana761
Garazi411,Gabriela839
Eder956,Alejandro558
Jule461,Lucía194
Alaia431,Liher153
Alvaro231,Unax626
Imran423,Samuel594
Izan704,Samuel618
Leire641,Libe379
Eneko975,Alain116
Lander90,Samuel571
Amets627,Garazi411
Imran423,Iria263
David613,Daniel494
Thiago253,Manex57
Vega640,Inar985
Alejandro558,Thiago157
Sofia48,Laida790
Adrián177,Leire801
Alejandro275,Enzo979
Mario451,Lucía194
Anne439,Eneko654
Manex969,Inar985
Alain116,Eder963
Mohamed938,Thiago253
Mariam39,Elene17
Mario451,Carla533
Mikel660,Vega447
Arhane766,Manex135
Gael613,Alain277
Adrián177,David613
Laida597,Arhane766
Ekain72,Gabriela839
Peio7,Arhane646
Mohamed938,Eneko295
Nahia136,Julia440
Sare152,Libe379
Vega447,Alejandro275
Vera489,Manex135
Ilargi203,Luka862
Martina726,Samuel618
Leire641,Thiago995
Alaia431,Ibon365
Nora492,Unax626
Chloe985,Leize199
Alejandro558,Luka862
Nikole861,Nora550
Jule461,Maddi135
Sofia48,Nora550
Irene195,Ariane194
Thiago552,Laida597
Nora986,Eder963
Ander87,Manex135
Aitor324,Nora840
Iria263,Eneko295
Einar260,Elaia468
Marcos588,Asier281
Mara662,Samuel594
Peio7,June896
Gael613,Carla533
Arhane19,Lur17
Ekain72,Manex57
Gael613,Izar231
Eneko654,Thiago110
Sare152,Maia798
Valeria385,Lara974
Daniel494,Nikole419
Eder956,Jule461
Mikel377,Irene195
Irene195,Alex46
Valeria385,Nerea432
Mateo247,Eneko858
Thiago995,Libe379
Bruno164,Hugo931
Manex969,Jare108
Alain277,Naroa178
Ander87,Hugo98
Imran423,Mara662
Aimar875,Carla515
Ariane194,Lur17
Imran423,Ainhoa919
Amets627,Lorea462
Alaia431,Eder963
Nahia136,Izan704
Xare691,Aitana761
Nahia136,Kattalin804
Leire641,Lorea462
Garazi411,Vega502
Ibon365,Arhane766
Nikole861,Daniel494
Eneko858,Laida790
Hugo931,Daniel494
Unax899,Eneko858
Anne389,Julia440
Vega640,Julia440
Thiago157,Carla515
Hugo922,Eki960
Alejandro558,Eneko654
Imran423,Jon394
Marcos863,Carla515
Laida621,Elene17
Eki960,Izan704
Ainhoa919,Alex334
Marcos588,Nora840
Eder956,Marcos863
Aimar875,Vega447
Aitor125,Valeria385
Mohamed938,Thiago995
Leize83,Lorea462
Andrea292,Lara974
Mateo247,Vega502
Mario451,Luka862
Nora582,Eneko858
Alex334,Alejandro692
Jule461,Alejandro558
Aimar875,Valentina401
Ibon365,Arhane19
Libe379,Lorea462
Adrián177,Inar259
Alex334,Enzo979
Eneko654,Garazi411
Peio7,Samuel594
Inar259,June896
Vera489,Unai496
Jon394,Lucía194
Marcos863,Eder963
Laida621,Oihan29
Valeria385,Anne389
Alejandro692,Laida621
Thiago253,Eneko627
Imran423,Gael613
Peio7,Inar433
Unax626,Laida790
Arhane766,Martina454
Carla515,Nora550
Iria263,Manex135
Eneko295,Hugo98
Vega908,Anne389
Eder956,Laida597
Amaia875,Naroa178
Arhane19,Manex135
Nora986,Hugo931
Irene195,Samuel618
Nora986,Manex969
Unai592,Aitana761
Ainhoa919,Izar231
Xare691,Garazi411
Julia440,Arhane646
Ainhoa919,Unai496
Mikel377,Samuel618
Carla533,Eki960
Valeria385,Jon394
Sare152,Einar260
Irene195,Eneko858
Mario451,Mara662
Unai592,Lorea462
Aitor125,Lucía194
Leire801,Maddi135
Daniel494,Inar985
Inar259,Lorea462
Garazi411,Lorea462
Bruno164,Samuel618
Samuel571,Samuel618
Unax899,Alex46
Mohamed938,Vega640
Laida597,Thiago110
Anne439,Thiago157
Adrián177,Laida621
Hugo922,Eneko654
Valeria385,Iria263
David613,Valentina401
Julia440,Manex57
Anne389,Manex135
Mara662,Naroa178
Izan704,Kattalin804
Inar433,Valentina401
Peio7,Alex334
Aimar926,Jare108
Eder956,Carla533
Peio7,Maddi135
Mara662,Jon394
Aitor125,Aitor324
Mohamed938,Hugo931
Peio7,Thiago157
Nikole419,Manex57
Amir106,Nikole419
Mariam39,Hugo98
Garazi411,Lara974
Thiago110,Gabriela839
Amir106,Leize83
Manex969,Eneko627
Anne389,Arhane19
Izan704,Maia798
Ainhoa919,Martina726
Sare152,Kattalin804
Laida621,Eder280
Alain277,Luka862
Alejandro558,Aimar875
Iria263,Sofia48
Alejandro275,Paul641
Nerea432,Alejandro692
Leire641,Iria263
Sofia48,Eneko975
Samuel594,Samuel618
Mario451,Alejandro558
Unax899,Nikole419
Alvaro484,Mario890
Sare152,Izan704
Manex969,Lander90
Inar433,Maddi135
Marcos588,Mariam39
Ariane194,Paul641
Alaia431,Alvaro231
Hugo922,Inar259
Mario451,Mario890
Alaia431,Laida296
David613,Paul641
Unai592,Laida621
Aitor125,Leire641
Jule461,Alvaro484
Hugo98,Izar231
Carla515,Eki960
Leize199,Martina454
Mikel660,Gabriela839
Leire641,Xare691
Arhane19,Martina454
Julia440,Eneko975
Mikel660,Ibon365
Garazi411,Libe379
Amir106,Chloe985
Mario451,Eder956
Anne389,Alejandro692
Alex334,Valentina401
Miren719,Izan704
Amir106,Arhane646
Jare108,Thiago253
Daniel494,Izar231
Miren719,Kattalin804
Iria263,Lucía194
Eneko295,Luka862
Sare152,Eneko627
Izan704,Eneko627
Peio64,Mara662
Peio7,Alejandro275
Ander87,Laida296
Mario451,Eder963
Naroa178,Jon394
Amaia875,Laida296
Thiago253,Vega502
Eneko858,Oihan29
Imran423,Naroa178
Anne389,Eneko975
Eki960,Eder963
Alejandro558,Libe461
Lur17,Fatima741
Arhane19,Sofia48
Amir106,Miren719
Vega447,Maddi135
Mikel377,Martina726
Peio7,Paul641
Alaia431,Eneko975
Valentina401,Asier281
Thiago253,Eki960
Jule461,Manex135
Sofia48,Alain116
Adrián177,Sara0
Laida597,Libe379
Alain277,Mara662
Nikole861,Marcos588
Thiago253,Thiago110
Jare108,Manex57
Manex969,Sara0
Mikel660,Paul641
Mikel660,Unax626
Alejandro558,Alejandro275
Libe461,Luken592
Nahia136,Unai496
Alex334,Carla515
Lander90,Eneko858
Carla533,Jon394
Valentina401,Ariane194
Anne389,Leize199
Paul641,Eneko858
Anne439,Hugo98
Hugo922,Eneko627
Aitana761,Libe379
Jare108,Miren719
Einar260,Manex57
Jule461,Ilargi203
Mohamed938,Ilargi203
Jare108,Leize83
Nora550,Eder963
Thiago253,Izan704
Anne389,Lucía194
Alain277,Jon394
Amaia875,Iria263
Asier281,Carla515
Lander90,Samuel618
Inar433,Ilargi203
Adrián177,Nora492
Eki960,Gabriela839
Unax899,Libe461
Ekain72,Izar231
Nikole861,Ainhoa919
Hugo98,Martina726
Mikel660,Leire641
Vega447,Vega502
Gael613,Maia798
Amets627,Carla533
Eder956,Thiago157
Arhane646,Eneko858
June896,Maddi135
Unai496,Elene17
Amir106,Thiago253
Carla515,Jon394
Amir106,Vega640
Nora986,Lur17
Inar433,Unax626
Arhane766,Eneko975
Andrea292,Xare691
Lur17,Laida790
Gael613,Thiago253
Amets627,Danel808
Alejandro275,Unax626
Alejandro692,Santiago167
Anne439,Liher153
Eneko654,Thiago995
Jule461,Hugo922
Luken592,Samuel571
Jare108,Alain116
Izan704,Manex57
Imran423,Liher153
Unax899,Laida621
Vega640,Kattalin804
Thiago110,Maia798
Alex334,Mateo247
Leire801,Hugo931
Julia440,Maia798
Unai650,Eneko627
Bruno164,Inar985
Manex969,Izan704
Aitor125,Iria263
Manex969,Kattalin804
Nora550,Luka862
Manex57,Samuel618
Leire641,Thiago110
Eder956,Nora550
Luken592,Martina726
Maia798,Izar231
Imran423,Peio64
Mikel660,Libe379
Sara0,Valentina401
Aimar875,Mateo247
Marcos588,Unai496
Einar260,Eder280
Leire641,Vega502
Manex135,Lara974
Einar260,Gabriela839
Unax899,Lorea462
Alex334,Adur493
Amir106,Gabriela839
Einar260,Eneko627
Peio64,Samuel618
Andrea292,Lorea462
Mikel377,Ainhoa919
Miren719,Einar260
Lander90,Aimar875
Eki960,Elene17
Amir106,Manex57
Leire801,Unax626
Libe461,Unai592
Jule461,Julia440
Lander90,Maia798
Leize83,Eneko627
Alvaro484,Eneko654
Valeria385,Arhane766
Eneko295,Liher153
Amets627,Vega502
Vega640,Einar260
Luken592,Lorea462
Laida597,Alain277
Inar259,Vega502
Mario890,Luka862
June896,Elaia468
Jule461,Sofia48
Asier281,Paul641
Mario451,Samuel594
Alvaro484,Samuel594
David613,Unax626
Carla533,Laida597
Amaia875,Eneko975
Iria263,Martina454
Anne389,Laida296
Mikel660,Maia798
Lander90,Asier281
Libe461,Ilargi203
Alex334,Paul641
